City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
160,San Rafael Del Sur,NI,11.8485,-86.4384,81.01,54,39,14.09,scattered clouds
161,Santa Cruz De Tenerife,ES,28.4682,-16.2546,65.71,93,20,1.01,few clouds
162,Meulaboh,ID,4.1363,96.1285,74.37,83,30,3.06,scattered clouds
163,Moroni,KM,-11.7022,43.2551,79.05,72,50,5.55,scattered clouds
164,Severo-Kurilsk,RU,50.6789,156.125,28.04,85,100,9.04,light snow
165,Bethel,US,41.3712,-73.414,33.04,86,1,0.0,clear sky
166,Port Alfred,ZA,-33.5906,26.891,63.55,88,73,11.07,broken clouds
167,Iaciara,BR,-14.0958,-46.6317,67.62,99,100,1.16,overcast clouds
168,Kruisfontein,ZA,-34.0033,24.7314,56.88,96,100,4.72,overcast clouds
169,Yantal,RU,56.8471,105.2542,-16.1,90,54,3.76,broken clouds
170,Rio Grande,BR,-32.035,-52.0986,69.94,78,18,14.32,few clouds
171,Kalga,RU,50.9251,118.898,-21.48,86,53,4.07,broken clouds
172,Vao,NC,-22.6667,167.4833,77.81,80,20,12.44,few clouds
173,Salalah,OM,17.0151,54.0924,69.89,73,20,4.61,few clouds
174,Saskylakh,RU,71.9167,114.0833,-40.68,100,50,1.9,scattered clouds
175,Esna,EG,25.2934,32.554,53.67,50,0,13.47,clear sky
176,Vostok,RU,46.4856,135.8833,-27.83,97,100,1.95,overcast clouds
177,Laguna,US,38.421,-121.4238,56.05,71,75,5.01,broken clouds
178,Yar-Sale,RU,66.8333,70.8333,9.73,91,100,16.87,overcast clouds
179,Agirish,RU,61.9247,63.0231,1.45,90,100,8.12,overcast clouds
180,Hami,CN,42.8,93.45,25.32,50,0,1.68,clear sky
181,Roros,NO,62.5747,11.3842,8.44,92,20,2.3,light snow
182,Harper,LR,4.375,-7.7169,79.66,81,71,6.85,broken clouds
183,Puerto Escondido,MX,15.85,-97.0667,81.43,69,20,5.75,few clouds
184,Henties Bay,NA,-22.116,14.2845,61.43,94,1,1.03,clear sky
185,Chernyy Yar,RU,48.0624,46.1091,13.1,76,14,11.81,few clouds
186,Fortuna,US,40.5982,-124.1573,48.54,94,90,4.0,overcast clouds
187,Shanghai,CN,31.2222,121.4581,40.93,58,75,3.0,broken clouds
188,Huarmey,PE,-10.0681,-78.1522,69.76,83,30,9.62,scattered clouds
189,Araouane,ML,18.9048,-3.5265,70.14,20,100,9.51,overcast clouds
190,Maceio,BR,-9.6658,-35.7353,80.47,79,91,13.09,overcast clouds
191,Ust-Koksa,RU,50.2696,85.6108,8.42,87,100,1.1,overcast clouds
192,Bihoro,JP,43.8228,144.1044,17.38,76,17,2.15,few clouds
193,Itarema,BR,-2.9248,-39.9167,80.35,80,81,11.65,broken clouds
194,Chernyshevskiy,RU,63.0128,112.4714,-18.89,96,79,2.53,broken clouds
195,Havre-Saint-Pierre,CA,50.2334,-63.5986,22.73,67,100,26.84,overcast clouds
196,Semnan,IR,35.5729,53.3971,36.59,60,1,2.39,clear sky
197,Lago Da Pedra,BR,-4.3333,-45.1667,75.88,89,58,3.0,broken clouds
198,Tateyama,JP,34.9833,139.8667,51.73,87,75,5.75,mist
199,Nsanje,MW,-16.92,35.262,76.1,89,98,1.74,overcast clouds
200,Lodwar,KE,3.1191,35.5973,80.98,61,89,11.14,overcast clouds
201,Pisco,PE,-13.7,-76.2167,69.85,73,0,14.97,clear sky
202,Hampton,US,37.0299,-76.3452,55.42,56,1,1.99,clear sky
203,Komsomolskiy,UZ,40.4272,71.7189,33.22,80,75,4.61,broken clouds
204,Vila Velha,BR,-20.3297,-40.2925,73.35,82,0,1.99,light rain
205,Hovd,MN,48.0056,91.6419,-0.11,71,13,3.69,few clouds
206,Juquia,BR,-24.3208,-47.6347,64.17,91,40,1.81,scattered clouds
207,Gainesville,US,29.6516,-82.3248,60.94,77,1,0.0,clear sky
208,Pundaguitan,PH,6.3711,126.1689,80.8,77,79,10.04,broken clouds
209,Flin Flon,CA,54.7682,-101.865,-4.65,90,100,10.51,overcast clouds
210,Baganga,PH,7.5739,126.56,80.02,82,97,5.7,overcast clouds
211,Leningradskiy,RU,69.3833,178.4167,-21.71,99,93,4.23,overcast clouds
212,Surami,GE,42.0243,43.5556,13.69,74,87,4.18,overcast clouds
213,Nikolskoye,RU,59.7035,30.7861,8.49,98,100,2.71,overcast clouds
214,San Cristobal,VE,7.7669,-72.225,68.22,93,93,1.01,overcast clouds
215,Hambantota,LK,6.1241,81.1185,71.51,82,8,13.42,clear sky
216,Betioky,MG,-23.7167,44.3833,71.6,91,77,1.74,broken clouds
217,Moron,AR,-34.6534,-58.6198,87.69,45,1,3.0,clear sky
218,Tabuk,PH,17.4189,121.4443,74.12,90,56,2.37,broken clouds
219,Nantucket,US,41.2835,-70.0995,34.14,81,86,4.63,overcast clouds
220,Velingara,SN,13.15,-14.1167,77.92,19,95,5.88,overcast clouds
221,Bubaque,GW,11.2833,-15.8333,80.67,70,84,10.38,broken clouds
222,Hasaki,JP,35.7333,140.8333,45.0,86,100,4.72,overcast clouds
223,Labuhan,ID,-6.8844,112.2051,80.94,80,100,4.05,overcast clouds
224,Mae Sai,TH,20.4335,99.8762,60.44,84,96,1.12,overcast clouds
225,Faanui,PF,-16.4833,-151.75,82.44,70,53,14.83,broken clouds
226,Vangaindrano,MG,-23.35,47.6,75.02,92,100,2.82,overcast clouds
227,Toora-Khem,RU,52.4675,96.11,-24.65,100,77,1.21,broken clouds
228,Charters Towers,AU,-20.1,146.2667,87.76,49,82,11.36,broken clouds
229,Cidreira,BR,-30.1811,-50.2056,70.86,73,4,16.4,clear sky
230,Guamuchil,MX,25.4667,-108.1,77.76,41,88,6.69,overcast clouds
231,Namie,JP,37.4833,141.0,45.97,77,100,12.68,overcast clouds
232,Codrington,AU,-38.2667,141.9667,61.83,76,68,14.92,broken clouds
233,Santa Marta,CO,11.2408,-74.199,78.51,87,77,14.43,broken clouds
234,San Lorenzo,PY,-25.3333,-57.5333,79.59,26,0,4.12,clear sky
235,Ilulissat,GL,69.2167,-51.1,26.62,31,24,5.75,few clouds
236,Tolaga Bay,NZ,-38.3667,178.3,66.99,75,98,13.89,overcast clouds
237,Candelaria,PH,13.9311,121.4233,79.39,83,41,6.91,scattered clouds
238,Aklavik,CA,68.2191,-135.0107,-8.68,95,100,4.0,overcast clouds
239,Yamoto,JP,38.4274,141.2149,35.58,97,100,12.28,light rain
240,Bambous Virieux,MU,-20.3428,57.7575,76.21,79,98,0.89,overcast clouds
241,Nouadhibou,MR,20.931,-17.0347,67.82,65,0,13.73,clear sky
242,Shingu,JP,33.7333,135.9833,52.92,72,66,11.63,broken clouds
243,Cherskiy,RU,68.75,161.3,-22.83,98,100,4.94,overcast clouds
244,Monrovia,LR,6.3005,-10.7969,80.24,79,49,6.58,scattered clouds
245,Hualmay,PE,-11.0964,-77.6139,68.99,85,86,8.93,overcast clouds
246,Tshela,CD,-4.9833,12.9333,72.66,99,99,0.38,overcast clouds
247,Jacareacanga,BR,-6.2222,-57.7528,74.21,99,100,0.51,overcast clouds
248,Klaksvik,FO,62.2266,-6.589,38.32,55,99,15.48,overcast clouds
249,Barrow,US,71.2906,-156.7887,-14.78,76,40,8.05,scattered clouds
250,Terrace,CA,54.5163,-128.6035,9.14,89,9,4.88,clear sky
251,Kahului,US,20.8947,-156.47,77.97,80,23,10.0,few clouds
252,Orumiyeh,IR,37.5527,45.0761,18.21,77,88,6.15,overcast clouds
253,Phirangipuram,IN,16.3,80.2667,63.39,90,12,2.19,few clouds
254,Yermekeyevo,RU,54.0761,53.6712,-10.73,100,94,6.55,overcast clouds
255,Siocon,PH,7.7061,122.1353,79.77,82,94,3.42,overcast clouds
256,Necochea,AR,-38.5473,-58.7368,68.04,92,51,13.24,broken clouds
257,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.38,96,90,2.21,light rain
258,Puerto Leguizamo,CO,-0.1934,-74.7819,76.86,89,100,3.22,overcast clouds
259,Mana,GF,5.6592,-53.7767,77.04,90,99,7.58,overcast clouds
260,Ondjiva,AO,-17.0667,15.7333,69.96,25,25,4.97,scattered clouds
261,Sola,VU,-13.8833,167.55,81.7,76,81,12.21,broken clouds
262,Kurya,RU,51.6003,82.2888,21.4,98,100,7.54,overcast clouds
263,Montmagny,FR,48.9734,2.3469,50.02,98,90,4.61,overcast clouds
264,Oriximina,BR,-1.7656,-55.8661,78.75,84,99,1.88,overcast clouds
265,Kyzyl-Suu,KG,42.3414,78.0056,23.41,60,33,11.88,scattered clouds
266,Delbruck,DE,51.7667,8.5667,37.74,95,90,8.05,light rain and snow
267,Port Macquarie,AU,-31.4333,152.9167,81.9,65,100,4.25,overcast clouds
268,Liverpool,GB,53.4106,-2.9779,44.69,94,90,7.0,overcast clouds
269,Tahta,EG,26.7693,31.5021,51.13,64,0,8.86,clear sky
270,Barberton,ZA,-25.7884,31.0532,61.93,98,100,3.36,light rain
271,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,3.79,61,0,11.18,clear sky
272,Chabahar,IR,25.2919,60.643,74.79,79,26,10.38,scattered clouds
273,Karratha,AU,-20.7377,116.8463,82.08,67,28,7.87,scattered clouds
274,Puerto Padre,CU,21.195,-76.6028,70.81,69,55,8.41,broken clouds
275,Mitu,CO,1.1983,-70.1733,75.09,93,67,2.46,broken clouds
276,Asfi,MA,32.2994,-9.2372,62.96,90,100,14.41,overcast clouds
277,Puerto Ayora,EC,-0.7393,-90.3518,70.5,89,97,6.96,overcast clouds
278,Tiksi,RU,71.6872,128.8694,-25.73,100,99,3.51,overcast clouds
279,Victoria,HK,22.2855,114.1577,67.32,82,15,1.01,few clouds
280,Quatre Cocos,MU,-20.2078,57.7625,76.08,81,97,2.1,overcast clouds
281,Tazovskiy,RU,67.4667,78.7,10.42,94,100,13.35,overcast clouds
282,Proddatur,IN,14.7333,78.55,63.9,78,15,4.68,few clouds
283,Port Elizabeth,ZA,-33.918,25.5701,59.09,90,82,9.55,broken clouds
284,Mayna,RU,54.1135,47.6231,2.28,89,7,13.6,clear sky
285,Harrisburg,US,40.2737,-76.8844,46.65,64,1,4.0,clear sky
286,Rettikhovka,RU,44.1683,132.7669,-13.83,82,100,9.55,overcast clouds
287,Isangel,VU,-19.55,169.2667,84.49,66,10,3.6,clear sky
288,Finnsnes,NO,69.2296,17.9811,26.56,96,100,6.67,light snow
289,Paragominas,BR,-2.9667,-47.4833,74.71,94,100,2.68,overcast clouds
290,Iqaluit,CA,63.7506,-68.5145,16.32,76,100,10.18,overcast clouds
291,Jalingo,NG,8.8833,11.3667,76.08,24,94,5.44,overcast clouds
292,Timaru,NZ,-44.4,171.25,67.06,65,53,5.99,broken clouds
293,Umm Kaddadah,SD,13.6017,26.6876,61.47,24,20,16.13,few clouds
294,Bairiki,KI,1.3292,172.9752,86.0,74,40,11.5,scattered clouds
295,Imbituba,BR,-28.24,-48.6703,73.29,82,7,6.76,clear sky
296,Myrtle Beach,US,33.6891,-78.8867,54.09,87,1,8.05,clear sky
297,Iquique,CL,-20.2208,-70.1431,69.66,84,83,6.26,broken clouds
298,Portoferraio,IT,42.8115,10.3146,58.96,80,100,14.52,overcast clouds
299,Hofn,IS,64.2539,-15.2082,38.89,67,100,3.44,overcast clouds
300,Fairbanks,US,64.8378,-147.7164,-13.04,74,1,0.0,clear sky
301,Clyde River,CA,70.4692,-68.5914,1.63,85,90,17.27,overcast clouds
302,Nemuro,JP,43.3236,145.575,5.43,59,75,3.58,broken clouds
303,Valvedditturai,LK,9.8167,80.1667,75.78,68,6,10.04,clear sky
304,Sohag,EG,26.557,31.6948,51.69,61,0,10.04,clear sky
305,Fairhope,US,30.523,-87.9033,67.71,68,1,3.0,clear sky
306,Manjacaze,MZ,-24.7117,33.8828,70.47,91,57,4.83,broken clouds
307,Waingapu,ID,-9.6567,120.2641,81.19,83,100,3.27,overcast clouds
308,Muisne,EC,0.6,-80.0333,75.85,87,90,7.65,overcast clouds
309,Pyu,MM,18.4833,96.4333,58.35,86,0,4.74,clear sky
310,Santa Cruz,BO,-17.8,-63.1667,78.26,89,75,5.75,broken clouds
311,Constitucion,CL,-35.3333,-72.4167,61.63,71,4,13.8,clear sky
312,Vereeniging,ZA,-26.6731,27.9261,66.85,59,1,5.21,clear sky
313,Yumen,CN,40.2833,97.2,11.75,61,2,16.22,clear sky
314,Mananara,MG,-16.1667,49.7667,75.58,94,94,3.8,light rain
315,Kangaatsiaq,GL,68.3065,-53.4641,13.87,78,89,10.45,overcast clouds
316,Padang,ID,-0.9492,100.3543,75.25,84,47,3.4,scattered clouds
317,Semey,KZ,50.4111,80.2275,23.9,94,100,6.22,overcast clouds
318,Concordia,AR,-31.393,-58.0209,77.83,33,0,3.51,clear sky
319,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,99,0.96,light rain
320,Half Moon Bay,US,37.4636,-122.4286,55.83,77,75,11.5,haze
321,Karasjok,NO,69.4719,25.5112,3.31,93,77,8.05,broken clouds
322,Gravdal,NO,68.1214,13.5031,31.32,84,100,26.13,light snow
323,Chapais,CA,49.7834,-74.8492,-11.74,95,15,3.94,few clouds
324,Cayenne,GF,4.9333,-52.3333,79.09,91,75,1.99,broken clouds
325,Kondinskoye,RU,59.6481,67.41,-3.44,94,94,12.84,overcast clouds
326,Ewo,CG,-0.8725,14.8206,73.11,87,46,3.98,scattered clouds
327,Onega,RU,63.9061,38.1404,19.87,94,100,8.79,light snow
328,La Macarena,CO,2.1837,-73.7849,79.14,75,100,2.55,overcast clouds
329,Cabedelo,BR,-6.9811,-34.8339,81.27,77,41,14.12,scattered clouds
330,Ishim,RU,56.1128,69.4902,-10.23,96,81,9.53,broken clouds
331,Richards Bay,ZA,-28.783,32.0377,67.14,86,93,2.06,overcast clouds
332,Marystown,CA,47.1666,-55.1483,24.85,100,100,8.99,light snow
333,Gao,ML,16.6362,1.637,68.54,12,58,11.88,broken clouds
334,Dickinson,US,29.4608,-95.0513,75.2,83,75,1.01,broken clouds
335,Mackay,AU,-21.15,149.2,84.04,60,89,7.27,overcast clouds
336,Muncar,ID,-8.4333,114.3333,80.01,85,99,3.69,overcast clouds
337,Galveston,US,29.3669,-94.9669,75.22,85,75,3.0,broken clouds
338,Ballitoville,ZA,-29.539,31.2144,66.24,87,100,4.97,overcast clouds
339,Lasa,IT,46.6166,10.7002,30.02,75,99,3.58,overcast clouds
340,Terra Santa,BR,-2.1042,-56.4869,77.4,91,100,3.94,moderate rain
341,Gbarnga,LR,6.9956,-9.4722,71.22,98,27,1.07,scattered clouds
342,Waddan,LY,29.1614,16.139,53.53,39,0,5.59,clear sky
343,Marawi,PH,7.9986,124.2928,70.65,83,76,0.85,broken clouds
344,Faya,SA,18.3851,42.4509,52.32,75,95,4.76,overcast clouds
345,Aviles,ES,43.5547,-5.9248,52.93,89,75,1.99,broken clouds
346,Labuan,MY,5.2767,115.2417,78.96,81,100,6.62,overcast clouds
347,Manali,IN,13.1667,80.2667,73.08,87,33,4.47,scattered clouds
